timestamp	commit	skill	old_score	new_score	status	dimension	note	eval_mode
2026-05-07T09:30	baseline	five-step-thinking	-	81.6	baseline	初始评估	dry_run
2026-05-07T09:30	baseline	competency-leap	-	80.6	baseline	初始评估	dry_run
2026-05-07T09:30	baseline	deep-learning-trio	-	85.1	baseline	初始评估	dry_run
2026-05-07T09:30	baseline	tech-learning-sop	-	79.6	baseline	初始评估	dry_run
2026-05-07T09:30	baseline	do-right-things	-	82.6	baseline	初始评估	dry_run
2026-05-07T09:30	baseline	tech-selection	-	79.3	baseline	初始评估	dry_run
2026-05-07T09:30	baseline	info-source-quality	-	71.1	baseline	初始评估	dry_run
2026-05-07T09:30	baseline	career-three-goals	-	79.1	baseline	初始评估	dry_run
2026-05-07T09:30	baseline	time-value-invest	-	75.1	baseline	初始评估	dry_run
2026-05-07T09:30	baseline	depth-breadth-insight	-	72.1	baseline	初始评估	dry_run
2026-05-07T09:30	baseline	tech-leadership	-	81.8	baseline	初始评估	dry_run
2026-05-07T09:30	baseline	knowledge-map	-	76.1	baseline	初始评估	dry_run
2026-05-07T10:15	1fd749b	info-source-quality	71.1	74.7	keep	指令具体性	添加输出模板+星级光谱	dry_run
2026-05-07T10:20	581de3b	info-source-quality	74.7	81.9	keep	检查点设计	添加步骤0前置检查+入门模式+命名修正	dry_run
2026-05-07T10:25	b5b07a0	info-source-quality	81.9	87.5	keep	指令具体性	添加评级决策矩阵	dry_run
2026-05-07T10:30	15c9026	depth-breadth-insight	72.1	80.1	keep	指令具体性	结构化E段+输出模板+修复引用	dry_run
2026-05-07T10:35	f9b9d54	depth-breadth-insight	80.1	87.8	keep	检查点设计	添加步骤0边界前置检查+3个检查点	dry_run
